name,title,link,content,img,date
한국경제,"코스피, 작년 결산배당 30조 돌파…시가배당률 5년來 최고 | 한국경제",https://www.hankyung.com/article/2025041649876,"유가증권시장 12월 결산 상장사들이 지난해 주주들에게 돌려준 배당금이 한 해 전보다 3조원 가까이 늘어나면서 30조원을 넘어선 것으로 나타났다. 시가배당률은 최근 5년 내 가장 높은 수준을 보였다.16일 한국거래소가 코스피 12월 결산 법인의 현금배당 실적·시가배당률·배당성향 등을 분석한 결과 565개사의 총 배당금은 30조3000억원으로 전년보다 2조8000억원(10.5%) 증가했다.전체 배당 상장사 중 530개사(93.8%)가 2년 이상, 454개사(80.4%)가 5년 이상 연속 배당을 했다. 평균 시가배당률은 최근 5년 내 가장 높은 3.05%를 기록했다. 보통주 및 우선주 평균 시가배당률은 각각 3.05%와 3.7%로 집계됐다. 배당을 통한 상장사의 주주환원 노력이 이어진 결과로 거래소 측은 설명했다.국고채 수익률(3.17%)과 보통주 시가배당률 차이는 대폭 축소됐다.업종별 시가배당률은 금융업이 3.8%로 가장 높았고 전기가스(3.61%) 통신(3.49%) 등이 상위권에 올랐다.지난해 배당에 나선 상장사들의 배당성향은 34.74%로 전년(34.31%)보다 0.43%포인트 높아졌다.현금 배당을 실시한 상장사의 평균 주가등락률은 마이너스(-) 5.09%였지만 지난해 코스피 하락률인 9.63%보다 양호했다는 평가다.밸류업(기업가치 제고) 공시를 진행한 상장사 중에선 100개사(95.2%)가 배당을 실시했다. 총 배당금은 18조원으로 집계됐다. 지난해 배당 총액(30조3000억원)의 59.2%를 차지했다.밸류업 공시 상장사의 지난해 보통주와 우선주 시가배당률은 각각 3.15%와 3.99%이며, 배당성향은 40.95%다.거래소는 ""밸류업 공시 상장사가 더 높은 주주환원을 통해 기업가치 제고와 국내 증시 활성화에 앞장서고 있다""고 봤다.지난해 코스닥시장 12월 결산 상장사 중에선 612개사가 전년 대비 2500억원(12.2%) 증가한 2조3000억원의 현금을 배당했다.5년 연속 결산 배당을 실시한 상장사는 402개사로 역대 최대를 기록했다. 배당 상장사의 평균 배당성향은 34.4%로 전년(29.6%) 대비 4.8%포인트 높아졌다. 이는 최근 5년 내 최고치다.평균 시가배당률은 2.529%로 전년 대비 0.56%포인트 올랐다. 시가배당률이 국고채 수익률(3.171%)을 웃돈 상장사는 176개사(28.8%)이며, 이들의 평균 시가배당률은 5.45%에 달했다.배당 상장사의 평균 주가등락률은 -13%로 코스닥지수(-21.7%) 대비 하락폭이 작았다. 5년 연속 배당한 상장사의 5년간 주가상승률은 27.6%로, 같은 기간 코스닥지수 등락률(1.3%)을 크게 웃돌았다.거래소는 ""5년 연속 배당에 나선 상장사 수가 역대 최대치를 기록하는 등 배당을 통한 적극적 주주환원 정책에 동참하는 기업이 증가하고 있다""고 분석했다.고정삼 한경닷컴 기자 jsk@hankyung.com",https://img.hankyung.com/photo/202504/01.40128757.1.jpg,2025-04-16
한국경제,"한국 주식, 하반기 되면… JP모건 깜짝 보고서 내놨다 | 한국경제",https://www.hankyung.com/article/202504165459i,"글로벌 투자은행(IB) JP모건이 하반기로 접어들면서 한국 증시가 2700선까지 상승할 수 있다고 전망했다.16일 증권업계에 따르면 JP모건은 지난 15일 '위험 대비 수익이 더 나아지는 구간(Balance of risk-reward better from here)'이라는 제목의 한국주식 전략 보고서를 내고 한국 증시에 대한 투자 의견을 '비중 축소'에서 '중립'으로 상향했다.JP모건은 공매도 재개와 미국 관세 정책 리스크, 국내 정치 불확실성 등 국내 증시를 짓누르던 요인이 해소되고 있다고 분석했다. 국내 상장사의 실적 전망치가 상향되고 있다는 점도 높게 평가했다. JP모건은 ""3월 말까지만 해도 공매도 재개와 관세 리스크, 국내 정치 불확실성 등 때문에 '4월 말 코스피지수가 2400선까지 내려앉을 때까지 기다렸다가 한국 주식 비중을 늘릴 것'이라는 목표를 세웠다""며 ""그러나 기존 이제 리스크의 상당 부분은 현실화한 상황""이라고 말했다.한국 경제가 바닥을 다지고 있다는 신호도 여러 군데서 감지되고 있다고 분석했다. 특히 메모리 반도체 업황이 하반기 반등할 가능성이 크다는 점에 주목했다. 대선 이후 내수를 증진시킬 정책 지원도 확대될 수 있다고 전망했다. JP모건은 ""한국 주식은 과매도 상태""라며 ""아시아 증시 가운데 위험 대비 가장 높은 수익 기회를 가진 투자처 중 하나""라고 말했다.이어 ""올해 말 코스피지수의 예상치를 2700으로 유지한다""며 ""올해 말까지 시장이 회복할 가능성을 전제로 한 합리적 목표치""라고 설명했다.다만 ""미국의 관세 정책은 여전한 위험 요소""라고 덧붙였다. JP모간은 ""한국은 미국에 대한 수출 비중이 높은 무역의존형 시장""이라며 ""트럼프 1기 행정부가 벌인 무역전쟁 당시 한국은 아시아 증시 가운데 가장 부진한 성과를 보인 시장 중 하나였다""고 했다.JP모건은 메모리 반도체와 화학 업종에 대한 비중을 높이는 것을 추천했다. 국내 배터리 업종에 대한 투자 의견도 '비중 축소'에서 '중립'으로 변경했다. 일부 방어주도 편입할만 하다고 했다.반면 조선과 전력장비 등 고평가 업종과 자동차 업종에 대한 비중은 축소하기를 권고했다.심성미 기자 smshim@hankyung.com",https://img.hankyung.com/photo/202504/99.33884793.1.jpg,2025-04-16
한국경제,"코스닥, 700선 회복 이틀 만에 장중 하회…낙폭 확대 | 한국경제",https://www.hankyung.com/article/2025041655616,"코스닥지수가 지난 14일 회복한 700선을 2거래일 만에 다시 내줬다. 오전장에서는 약보합세였지만 오후 들어 네덜란드 반도체 장비사 ASML의 수주실적 발표를 기점으로 유가증권시장과 마찬가지로 코스닥지수도 낙폭을 키웠다.16일 오후 3시18분 현재 코스닥지수는 전날 대비 13.16포인트(1.85%) 698.76을 기록하고 있다. 지수는 오후 들어 낙폭을 크게 확대하며 700선 아래에서 거래되고 있다.외국인과 기관이 각각 1443억원, 885억원 매도 우위다. 개인만 2402억원 매수 우위다. 외국인은 이달 들어 단 하루(4월10일)를 제외하고는 순매도세를 보여왔다.코스피지수도 32.28포인트(1.3%) 밀린 2445.13에 거래되고 있다.'슈퍼 을'로 꼽히는 네덜란드 반도체 장비사 ASML의 수주실적 발표에서 관세 우려가 확인되자, 국내 반도체주가 낙폭을 확대하면서 지수 낙폭을 키운 것으로 풀이된다.유가증권시장에서 삼성전자와 SK하이닉스가 3% 넘게 밀리고 있고, 코스닥시장에서도 하나마이크론(-6.21%), 펨트론(-5.27%), 원익홀딩스(-4.88%), 파크시스템스(-3.87%) 등이 반도체주 전반이 하락세다.블룸버그·로이터통신에 따르면 ASML의 1분기 수주액은 39억4000만유로(약 6조3000억원)로 집계됐다. 이는 블룸버그가 집계한 시장 전망치 평균 48억2000만유로(약 7조8000억원)에 못 미치는 수치다.크리스토프 푸케 ASML 최고경영자(CEO)는 ""최근 발표된 관세 정책은 거시 경제 환경의 불확실성을 키웠다""며 ""당분간 이런 가변적 상황은 유지될 것""이라고 말했다. 이어 ""올 2분기 매출총이익률 가이던스의 폭이 평소보다 큰 이유는 관세 영향에 대한 불확실성을 감안한 탓""이라고 설명했다.서상영 미래에셋증권 상무는 ""오후 1시30분께부터 삼성전자와 SK하이닉스 등 반도체주가 낙폭을 키우기 시작했다""며 ""ASML의 수주실적이 예상치에 못 미치자 국내 반도체주 투심이 더 나빠지면서 지수가 더 크게 꺾이고 있다""고 짚었다.신민경 한경닷컴 기자 radio@hankyung.com",https://img.hankyung.com/photo/202504/01.40180000.1.jpg,2025-04-16
한국경제,"코스피, 외인 팔자에 밀려 2460선 등락…삼양식품 신고가 | 한국경제",https://www.hankyung.com/article/2025041649736,"코스피지수가 장중 외국인의 매물 출회 속 하락세를 이어가고 있다.16일 오전 11시13분 기준 코스피지수는 전날 대비 13.62포인트(0.55%) 내린 2463.79에 거래되고 있다. 지수는 장중 한때 2459.66을 기록, 2460선을 밑돌기도 했다.유가증권시장에서 외국인만 2485억원 매도 우위다. 개인과 기관이 각각 2083억원, 66억원 매수 우위다. 기관이 장중 매수 수위로 방향을 틀었다.반도체주가 약세다. 미국 정부가 인공지능(AI) 반도체 'H20'을 중국과 기타 일부 국가에 수출할 때 '수출 허가'를 받게끔 수출 규제 조치를 발표하면서다. 이 여파로가 간밤 정규장이 끝난 뒤 시간외 거래에서 6%대 하락했고, 이어 개장한 국내 증시에서도 반도체주들이 일제히 약세다.와가 각각 3%, 2%대 하락 중이다.그 밖에와이 1% 넘게 내리고 있다. 반면는 약 2% 상승 중이다.미국과 중국 간 무역 갈등의 긴장감이 여전한 가운데 배당 매력이 부각된 통신주가 강세다. KT와는 2%대,은 1%대 오르고 있다. 특히 KT가 분기 배당금을 지난해 대비 20% 상향한 주당 600원으로 확정하는 등 주주환원 기조를 뚜렷히 하면서, 매수세가 몰리는 것으로 풀이된다.주가는 모건스탠리캐피털인터내셔널(MSCI) 5월 정기 변경 때 편입이 예상된다는 소식 등에 힘입어 장중 52주 신고가를 썼다. 현재 기준 이날 장중 고가는 97만3000원으로 100만원 황제주 지위 획득을 목전에 두고 있다. 지금은 오름폭을 일부 축소해 3%대 오른 95만원선에 거래 중이다.코스닥지수는 4.69포인트(0.66%) 밀린 707.19에 거래되고 있다. 지수는 전장 대비 1.54포인트(0.22%) 내린 710.38로 출발 약세를 이어가고 있다.외국인과 기관이 각각 1127억원, 398억원 매도 우위다. 개인만 1634억원 매수 우위다.더불어민주당 중소기업특별위원회가 전날 원격의료 관련 정책을 대선 공약에 반영할 것을 제안한 가운데,,등 관련주가 상한가다.신민경 한경닷컴 기자 radio@hankyung.com",https://img.hankyung.com/photo/202504/01.40177188.1.jpg,2025-04-16
한국경제,오후 낙폭 키운 코스피…美中 갈등·ASML 수주 부진 여파 | 한국경제,https://www.hankyung.com/article/2025041657276,"코스피지수와 코스닥지수가 오후 들어 낙폭을 가파르게 확대했다. 미국과 중국 간의 무역 갈등이 심화할 조짐이 일면서 투자심리가 위축된 것으로 풀이된다.아울러 장중 네덜란드 반도체 장비업체인 ASML의 수주 실적이 발표됐는데, 관세 정책 불확실성으로 시장 기대에 못 미치는 것으로 나타나 반도체주(株) 투자심리가 더 위축됐다.16일 한국거래소에 따르면 코스피지수는 전날 대비 29.98포인트(1.21%) 내린 2447.43에 거래를 마쳤다. 지수는 전장 대비 4.63포인트(0.19%) 내린 2472.78로 출발한 뒤 약보합세를 이어가다가 오후 들어서 가파르게 낙폭을 키웠다. 한때 2442.72까지 밀렸다.외국인과 기관이 각각 4959억원, 17억원 매도 우위다. 개인만 4070억원 매수 우위다.유가증권시장에서와가 각각 3.36%, 3.65% 하락했다.도 2.83% 하락했다.와은 2% 넘게 올랐다.주요 반도체주가 급락했다. 삼성전자(-3.18%), SK하이닉스(-3.54%),(-4.44%),(-3.23%) 등이다. 미국 정부가에 중국 등 일부 국가에 인공지능(AI) 반도체인 H20 칩 수출 시 허가를 받도록 요구했다는 소식이 전해진 영향이다. 앞서 미국 정규장 폐장 후 시간외거래에서 엔비디아도 6% 넘게 급락했다.장중 ASML이 시장 기대에 못 미치는 1분기 수주 실적을 발표한 점도 반도체주 낙폭을 키웠다. 블룸버그·로이터통신에 따르면 ASML은 1분기 수주액이 39억4000만유로(약 6조3000억원)를 기록했다. 이는 블룸버그가 집계한 시장 전망치 평균 48억2000만유로(약 7조8000억원)에 못 미치는 수치다. 크리스토프 푸케 CEO는 ""최근의 관세 발표가 거시적 환경에 불확실성을 키우고 있다""고 우려했다.한편 이날 코스닥지수도 장중 낙폭을 키워, 전날 대비 12.81포인트(1.8%) 내린 699.11에 거래를 종료했다.외국인과 기관이 각각 1357억원, 895억원 매도 우위였다. 개인만 2324억원 매수 우위다.코스닥시장에서 대장주은 3.55% 하락했다.비엠과 에코프로도 각각 2%, 3%대 밀렸다.,의 낙폭은 4%대였다. 시총 상위주에서는(2.12%)와(1.04%) 등이 상승세를 기록했다.정책 수혜 기대감으로가 상한가를 기록했다. 이재명 전 더불어민주당 대표는 6·3 대선 경선 출마 선언 이후 첫 공식 일정으로 AI 반도체 팹리스 사인 퓨리오사AI에 방문했다. 포바이포는 퓨리오사AI의 협력업체로 알려져 있다. 일찌감치 퓨리오사AI에 투자한 이력이 알려진도 7.27% 상승했다.서울 외환시장에서 오후 3시30분 기준 원·달러 환율은 1.2원 오른 1426.7원을 기록했다.신민경 한경닷컴 기자 radio@hankyung.com",https://img.hankyung.com/photo/202504/01.40180435.1.jpg,2025-04-16
한국경제,엔비디아발 악재에 코스피 또 난관…반도체주 약세 | 한국경제,https://www.hankyung.com/article/2025041643076,"코스피지수가 약보합세로 출발했다.16일 오전 9시7분 기준 한국거래소에 따르면 코스피지수는 전날 대비 4.3포인트(0.17%) 내린 2473.11을 가리키고 있다.외국인과 기관이 각각 274억원, 65억원 매도 우위다. 개인만 308억원 매수 우위다.증시 약세는 미중 간 무역 갈등에 대한 경계감 속에 미국 트럼프 행정부가에 대중 반도체 수출 규제를 단행한 영향으로 풀이된다. 이날 미국 정부가 엔비디아에 인공지능 반도체인 'H20'를 중국에 수출할 경우 수출 허가를 받아야 한다고 통보했다는 소식이 전해졌다.이 여파로 정규장에서 1%대 상승했던 엔비디아 주가는 시간외 거래에서 6%대 급락했다. 장 초반 국내 반도체주도 줄줄이 약세인 이유로 풀이된다.한지영 키움증권 연구원은 ""오늘 국내 증시는 관세 협상 진행 소식, 미국 은행주 호실적 등 상방 재료가 있음에도 엔비디아발(發) 악재가 장중 변동성을 유발할 것으로 보인다""며 ""국내 증시는 지난주 폭락을 통해 연저점을 경신한 뒤 회복 구간에 들어갔지만, 수급상 국내 증시에 절대적인 영향력을 행사하는 외국인은 좀처럼 한국에 들어오지 않고 있다""고 짚었다.이어 ""지난 2일 상호관세 발표 이후 기업 실적 전망의 불확실성이 높아졌다는 점이 문제로 보인다. 관세 리스크가 촉발한 대외 수요 불확실성으로 수출업종들의 실적 추정에 어려움이 발생하고 있는 게 외국인의 순매수 전환을 제약하고 있는 것""이라며 ""올 1분기 실적시즌에서 반도체 등 IT, 자동차 등 주력업종 실적을 통해 이익 추정의 신뢰성을 얼마만큼 재차 높여가는지가 관건""이라고 분석했다.유가증권시장에서 대장주인와는 각각 약 1%, 2%씩 내림세다.3% 넘게 내리고 있다. 반면은 2% 가까이 오르고 있다.코스닥지수는 전날보다 1.29포인트(0.18%) 밀린 710.63에 거래되고 있다.외국인과 기관이 각각 223억원, 115억원 매도 우위다. 개인 홀로 360억원 매수 우위다.코스닥시장에서 대장주인은 1%대 약세다.도 2%대 내림세다.,,,등도 1% 미만으로 오르고 있다.서울 외환시장에서 원·달러 환율은 3.5원 오른 1429원에 개장했다.신민경 한경닷컴 기자 radio@hankyung.com",https://img.hankyung.com/photo/202504/01.40175164.1.jpg,2025-04-16
한국경제,JP모간 주식 과매도…코스피 연말 2700 | 한국경제,https://www.hankyung.com/article/2025041662881,"글로벌 투자은행(IB) JP모간이 코스피지수가 2700선까지 오를 수 있다는 긍정적 전망을 내놨다. 메모리 반도체 업황 개선과 정부의 내수 부양책이 증시 상승세로 이어질 가능성이 있다고 봤다.JP모간은 지난 15일 ‘위험 대비 수익이 더 나아지는 구간’이라는 제목의 보고서를 내고 한국 증시 투자의견을 ‘비중 축소’에서 ‘중립’으로 상향했다. JP모간은 공매도 재개와 미국 관세 정책 리스크, 국내 정치 불확실성 등 국내 증시를 짓누르던 요소가 해소되고 있다고 분석했다.국내 상장사의 실적 전망치가 상향되고 있는 점도 긍정적으로 평가했다. JP모간은 “지난 3월 말까지만 해도 공매도 재개와 관세 리스크, 국내 정치 불확실성 등으로 코스피지수가 2400선까지 내려앉을 가능성이 높다고 봤다”며 “하지만 이제 리스크의 상당 부분이 현실화했다”고 밝혔다.한국 경제가 바닥을 다지고 있다는 신호도 여러 군데에서 감지된다고 했다. 특히 메모리 반도체 업황이 하반기 반등할 가능성이 크다고 봤다. 대선 이후 내수를 증진할 정책 지원도 확대될 수 있다고 내다봤다. JP모간은 “한국 주식은 과매도 상태”라며 “아시아 증시 가운데 위험 대비 가장 높은 수익 기회를 가진 투자처 중 하나”라고 했다. 이어 “올해 말 코스피지수 예상치를 2700으로 유지한다”며 “올해 말까지 시장이 회복할 가능성을 전제로 한 합리적 목표치”라고 덧붙였다.다만 “한국은 미국 수출 비중이 높은 무역의존형 시장”이라며 “미국 관세 정책은 여전히 위험 요소”라고 지적했다. JP모간은 메모리 반도체와 화학 업종의 비중 확대를 추천했다. 국내 배터리 업종의 투자의견도 ‘비중 축소’에서 ‘중립’으로 바꿨다. 일부 경기방어주는 편입할 만하다고 했다. 반면 조선과 전력장비 등 고평가 업종과 자동차 업종의 비중은 축소하라고 권고했다.심성미 기자 smshim@hankyung.com",,2025-04-16
한국경제,코스피 웃돈 건설업…반등 시작하나 | 한국경제,https://www.hankyung.com/article/202504164466i,"연초 이후 코스피지수를 조용히 크게 아웃퍼폼한 업종이 있다. 바로 건설업이다. 4월 14일 기준 건설업 지수는 올 초 이후(YTD) 수익률이 13.1%를 기록했으며, 같은 기간 코스피지수 수익률(2.9%) 대비 10.2%포인트 초과 성과를 보였다. 건설업 주가 상승은 △수익성 회복 기대감 △PF 부실 리스크 완화에 따른 투자심리 개선이 작용한 결과로 해석된다.2024년은 건설업 수익성의 구조적 전환점이 될 가능성이 높다. 특히 대형 건설사들을 중심으로 수익성 개선 흐름이 본격화되는 양상이다. 그 배경으로는 아래 세 가지 요소가 복합적으로 작용하고 있다.2020~2022년 사이 수주된 현장은 자재비·인건비 급등 전 체결된 계약으로 인해 원가 반영이 부족했고, 이로 인해 전반적인 수익성이 악화됐다. 그러나 해당 현장들이 올해 상반기 대거 준공되며 실적에서 제거되고 있다. 반면, 공사비 인상 이후 수주된 정상 현장들은 본격적으로 기성률이 반영되며 실적에 기여 중이다. 즉, ‘저수익성 이탈 + 정상 수익 유입’이 동시에 나타나며 매출의 질이 구조적으로 개선되고 있는 구간이다.공사비가 증가했다는 것은 기수주된 프로젝트의 원가 부담도 증가하였지만, 발주처가 신규 프로젝트에 대해서 지불해야 되는 비용이 증가하였다는 뜻으로도 이어진다. 대표적인 예시로, 도시정비사업을 중심으로 단가 상승이 뚜렷하다. 서울시 평균 도급단가는 2020년 3.3㎡당 528.7만원에서 2024년 842.7만 원으로 59.4% 상승했다. 고척4구역은 447만 원에서 700만 원, 잠실진주는 660만 원에서 811.5만 원으로 인상됐다. 비주거 부문도 마찬가지다. 삼성바이오로직스 5공장의 경우, 동일 용량 기준 3공장 대비 공사비가 약 97.6% 증가했다. 단가 상승은 수주 물량이 같더라도 수주 금액 확대를 통해 탑라인을 견인하며, 향후 원가율이 정상화되면 수익성 레벨업이 가능한 구조를 만들어낼 것으로 판단한다.공사비 상승을 이끌었던 원자재와 인건비가 안정 구간에 진입했다. 착공 부진에 따른 자재 수요 둔화로 수도권 레미콘 가격은 2024년 9만3700원에서 2025년 9만1400원으로 2.5% 하락했고, 건축공종 평균 노임단가 상승률도 2025년 상반기 기준 2.3%에 그쳤다. 일부 직종은 오히려 전기 대비 하락세다. 외주비 역시 지난 3년간의 급등세에서 벗어나 정체 구간에 진입했다. 이는 수익성 회복의 핵심 조건이었던 원가 부담 해소의 한 축으로 작용할 것으로 판단한다.그러나 모든 건설사가 반등하는 것은 아니다. 대형 건설사는 수익성 개선과 외형 성장의 쌍두마차를 확보했지만, 중소형사는 여전히 유동성 리스크와 착공 지연에 시달리는 중이다. 대형사는 신규 착공을 유지하며 정상 수익성 비중을 확대한 반면, 중소형사는 미착공 프로젝트 누적과 지방 미분양 등으로 정상화에 어려움을 겪고 있다. 향후 건설업 내에서도 실적 차별화가 뚜렷해질 가능성이 높으며, 투자 판단 시 기업별 착공 추이와 매출 믹스를 정밀히 점검할 필요가 있다고 판단한다.",https://img.hankyung.com/photo/202504/01.40163434.1.jpg,2025-04-16
한국경제,"한국투자증권, ELW 316종목 신규 상장 | 한국경제",https://www.hankyung.com/article/2025041655876,"한국투자증권은 주식워런트증권(ELW) 316종목을 신규 상장한다고 16일 밝혔다. 상장 종목은 코스피200·코스닥150을 기초자산으로 하는 지수형 ELW 173종목과 삼성전자, SK하이닉스, HD한국조선해양, 유한양행 등을 기초자산으로 하는 종목형 ELW 143종목이다.ELW는 개별 주식이나 주가지수를 만기일에 미리 정한 가격으로 사고팔 수 있는 권리를 거래하는 상품이다. 기초자산의 상승을 예상하면 콜 ELW, 하락을 예상하면 풋 ELW를 매수해 시장 상황과 무관한 이익 기회를 얻을 수 있다. 다만, 기초자산 가격이 당초 예상한 방향으로 움직이지 않으면 만기 시 원금 100%까지 손실이 발생할 수 있다.ELW를 거래하려면 투자성향 진단 및 사전 투자자 교육 이수가 필요하다. 또한, 신규고객 기준 최소 1500만원의 기본예탁금을 충족해야 한다.진영기 한경닷컴 기자 young71@hankyung.com",https://img.hankyung.com/photo/202504/01.40179390.1.jpg,2025-04-16
한국경제,KG·HL·한진重 등 오너 자녀 급락장에 지분 확대 나섰다 | 한국경제,https://www.hankyung.com/article/2025041662841,"다수 상장사 오너 자녀들이 최근 급락장에서 회사 지분을 확대해 눈길을 끈다. 주가 매력이 커졌다고 판단하고 승계를 염두에 둔 지분 매집에 나선 것으로 추정된다.16일 금융투자업계에 따르면 곽재선 KG그룹 회장의 장남 곽정현 사장은 지난 9일부터 11일까지 세 차례에 걸쳐주식 16만1727주를 장내 매입했다. 5억6000만원 규모다. 곽 회장 딸인 곽혜은 부사장도 같은 기간 KG케미칼 주식 10만 주를 사들였다. KG그룹 지주사 격인 KG케미칼은 지난달 4000원 안팎에서 거래되다가 미국 상호관세 우려에 따른 코스피지수 급락 과정에서 7일 장중 3300원대까지 떨어졌다.정몽원 HL그룹(옛 한라그룹) 회장의 자녀들도 급락장에 지분을 사들였다. 장녀 정지연, 차녀 정지수 씨는 8일부터 11일까지 그룹 지주사인주식을 8000주씩 매수했다. 총 5억4000만원어치다. 지난달 21일 3만8000원을 웃돌던 HL홀딩스 주가는 이달 7일까지 12% 넘게 하락했다.은 미성년 자녀 명의로 주식을 사들여 이목을 끌었다. 양홍석 대신증권 부회장의 장남인 양승주 군(2011년 출생)은 이달 대신증권 주식을 3억원어치 매입했다. 지난달 1만7000원을 웃돌던 대신증권 주가는 증시 부진 속에 한때 1만5000원대까지 급락했다.오너 일가의 자사주 매입은 종종 주가의 ‘저평가 신호’로 받아들여진다. KG케미칼과 HL홀딩스 주가는 오너가 자녀들이 주식을 매입한 뒤로 이날까지 각각 7.6%, 5.1% 반등했다.는 정몽혁 회장의 세 자녀가 주식을 매입한 11일부터 15일 사이 6% 가까이 뛰었다.도 조남호 회장 장남인 조원국 대표가 주식을 매수한 뒤 이날까지 5% 넘게 주가가 상승했다.자본시장 관계자는 “경영권 안정을 위해 지분을 추가로 확보하거나 자녀에게 지분을 물려주려는 오너들 관점에선 주가 급락 시점이 좋은 매수 타이밍이 될 것”이라고 분석했다.류은혁 기자 ehryu@hankyung.com",https://img.hankyung.com/photo/202504/AA.40181696.1.jpg,2025-04-16
