name,title,link,content,img,date
이데일리,코스피·코스닥 강보합권 마감…미중 협상 기대감↑,http://www.edaily.co.kr/news/newspath.asp?newsid=04178726642164984,"[이데일리 이용성 기자] 코스피와 코스닥 강보합권에서 장을 마쳤다. 미국과 중국 간 협상 기대감때문인 것으로 풀이된다.2일 엠피닥터에 따르면 코스피는 전 거래일 대비 3.18포인트(0.12%) 오른 2559.79에 거래를 마쳤다. 외국인과 개인 각각 1609억원, 2143억원 순매도했고, 기관은 2932억원 규모를 사들였다.코스닥은 4.62포인트(0.64%) 오른 721.85에 거래를 마감했다. 개인이 1604억원을 순매도했고 외국인과 기관이 각각 940억원, 676억원 순매수했다.이날 중국 상무부는 “미국이 최근 관련된 경로로 여러 번 중국 쪽에 정보를 전달하며 협상을 원한다는 입장을 밝혔다”며 “이에 대해 평가를 진행 중”이라고 전했다.코스피 업종별로는 혼조였다. 제약과 통신이 1%대 강세를 보였으며 증권과 부동산, 금융 등은 1% 미만 수준으로 강보합세를 보였다. 반면 종이·목재와 기계·장비는 1%대 하락했다.코스닥에서는 일반서비스가 1%, 섬유·의류, 오락·문화 등이 1%대 상승 마감했다. 건설은 2.81% 떨어졌고, IT 서비스와 종이·목재는 1%대 하락했다.시가총액 상위 종목은 혼조다. 삼성전자(005930)는 1.80% 빠졌지만, SK하이닉스(000660)는 4.28% 올랐다. 삼성바이오로직스(207940), KB금융(105560), 한화에어로스페이스(012450)는 2%대 강세를 보였다. 코스닥에서는 알테오젠(196170)과 HLB(028300), 휴젤(145020) 등이 1%대 상승했다. 에코프로(086520)는 1.76%, 코오롱티슈진(950160)은 4.20% 하락했다.이날 코스피의 거래량은 5억 7816만 주였다. 거래대금은 8조 2529억원이었다. 상한가 종목 4개를 포함 420개 종목이 상승했고, 하한가 종목 없이 452개 종목은 하락했다. 63개 종목은 보합권에 머물렀다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050201082.jpg,2025-05-02 15:50:40
이데일리,"코스피·코스닥, 기관 ‘사자’에 장중 강보합 전환",http://www.edaily.co.kr/news/newspath.asp?newsid=03470246642164984,"[이데일리 이용성 기자] 약보합권에서 코스피와 코스닥 장중 강보합 전환했다.2일 엠피닥터에 따르면 이날 오전 10시 39분 현재 코스피는 전거래일 대비 2.01포인트(0.08%) 오른 2558.62에 거래되고 있다. 외국인과 개인 각각 1118억원, 14억원 순매도 중이고 기관은 771억원 규모를 사들이고 있다.코스닥은 5.00포인트(0.70%) 오른 722.24에 거래 중이다. 개인이 534억원을 순매도하고 있고, 외국인과 기관은 각각 434억원 157억원 순매수 중이다.코스피 업종별로는 혼조다. 통신이 1.10% 오름세를 보이고 있고, 제약과 비금속, 전기·전자 등이 1% 미만 수준으로 강보합세다. 반면 기계·장비, 운수·창고는 1%대 하락 중이다.코스닥에서는 통신이 2%대 기계·장비, 섬유·의류 오락·문화가 1%대 오르고 있지만, 건설이 1%대 떨어지고 있고, 종이·목재, 출판·매체복제가 1%미만 수준으로 약세다.시가총액 상위 종목은 혼조다. 삼성전자(005930)는 1.08% 빠지고 있고, LG에너지솔루션(373220), 기아(000270) NAVER(035420)는 1%대 빠지고 있다. 반면 한화에어로스페이스(012450)와 KB금융(105560)은 1%대 상승 중이고, SK하이닉스(000660)는 2.31% 상승 중이다.코스닥에서는 알테오젠(196170)과 에코프로비엠(247540)은 1%대 상승 중이다. 삼천당제약(000250)과 에코프로(086520), 에이비엘바이오(298380)는 1%미만 수준으로 약세다.한편 간밤 뉴욕증시는 상승 마감했다. 1일(현지시간) 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30산업평균지수는 전거래일 대비 0.21% 오른 4만752.96에 거래를 마쳤다. 대형주 벤치마크인 스탠다드앤드푸어스(S&P) 500지수는 0.63% 상승한 5604.14를, 기술주 위주의 나스닥지수는 1.52% 오른 1만7710.74에 거래를 마감했다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200991.jpg,2025-05-02 10:44:06
이데일리,코스피·코스닥 강보합권서 등락…기관 ‘사자’ 계속,http://www.edaily.co.kr/news/newspath.asp?newsid=03995046642164984,"[이데일리 이용성 기자] 코스피와 코스닥 장중 강보합 전환 후 등락을 반복하고 있다. 특히 기관이 양 시장을 매수하면서 지수 하단을 막고 있는 모습이다.2일 엠피닥터에 따르면 이날 오후 2시 8분 현재 코스피는 전 거래일 대비 6.89포인트(0.27%) 오른 2564.50에 거래되고 있다. 외국인과 개인 각각 2353억원, 1552억원 순매도 중이고 기관은 3226억원 규모를 사들이고 있다.코스닥은 6.01포인트(0.84%) 오른 723.25에 거래 중이다. 개인이 1191억원을 순매도하고 있고, 외국인과 기관은 각각 706억원 561억원 순매수 중이다.코스피 업종별로는 상승 우위다. 제약과 통신이 1%대 오름세를 보이고 있고, 증권, 비금속, 금융, 부동산 등이 1% 미만 수준으로 강보합세다. 반면 종이·목재, 운수·창고는 1%대 하락 중이다.코스닥에서는 제약과 기계·장비 등이 1%대 오르고 있고, 건설이 2%, 출판·매체복제가, 금융, IT 서비스 등이 1%미만 수준으로 약세다.시가총액 상위 종목은 혼조다. 삼성전자(005930)는 1.62% 빠지고 있고, LG에너지솔루션(373220), 기아(000270) NAVER(035420)는 1%대 빠지고 있다. 반면 SK하이닉스(000660)는 4.42% 오르고 있고, 한화에어로스페이스(012450)와 HD현대중공업(329180)은 1%대 오름세다.코스닥에서는 알테오젠(196170)과 HLB(028300), 휴젤(145020) 등이 1%대 상승 중이다. 에코프로(086520)와 코오롱티슈진(950160)은 1%대 하락 중이다.한편 간밤 뉴욕증시는 상승 마감했다. 1일(현지시간) 뉴욕증권거래소에서 블루칩을 모아놓은 다우존스 30산업평균지수는 전 거래일 대비 0.21% 오른 4만752.96에 거래를 마쳤다. 대형주 벤치마크인 스탠다드앤드푸어스(S&P) 500지수는 0.63% 상승한 5604.14를, 기술주 위주의 나스닥지수는 1.52% 오른 1만7710.74에 거래를 마감했다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200994.jpg,2025-05-02 14:14:44
이데일리,"[속보]코스피, 2556.52 약보합 출발…코스닥, 0.09%↓",http://www.edaily.co.kr/news/newspath.asp?newsid=03047126642164984,[이데일리 이용성 기자],https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200630.jpg,2025-05-02 09:02:59
이데일리,미중 협상 기대에 환율 1405원으로 급락…계엄 이후 ‘최저’,http://www.edaily.co.kr/news/newspath.asp?newsid=04323046642164984,"[이데일리 이정윤 기자] 원·달러 환율이 1400원선까지 급락했다. 미국과 중국의 무역협상 기대감에 위안화가 급격히 강세를 나타낸 영향이다.2일 엠피닥터에 따르면 이날 환율은 오후 3시 30분 기준 전 거래일 종가(1421.0원)보다 15.7원 내린 1405.3원에서 거래를 마쳤다. 종가 기준으로 비상계엄 사태 당일인 지난해 12월 3일(1402.9원) 이후 약 5개월 만에 최저치다.이날 환율은 역외 환율을 반영해 전 거래일 종가보다 15.5원 오른 1436.5원에 개장했다. 지난 1일 새벽 2시 마감가(1426.9원) 기준으로는 9.6원 상승했다. 개장 직후부터 환율은 상승 폭을 키우며 오전 9시 35분께 1440.0원을 터치했다. 하지만 환율은 이내 반락하기 시작해 점심 무렵에는 1430원을 하회했다.오후에도 환율은 하락세를 지속했다. 오후 1시가 넘어선 1420원선을 하회했고, 장 마감 직전에는 1410원선도 뚫었다. 오전과 오후 변동성은 무려 34.7원이나 벌어졌다.그간 환율은 1410원대에서 하단이 지지됐으나, 이날 지지선을 돌파하면서 추가 하락 가능성이 커졌다.미중 무역협상이 시작될 것이란 기대감이 시장 분위기를 뒤바꿨다. 이날 마코 루비오 미국 국무장관은 “중국이 무역에 대해 만나서 대화하길 원하고 있으며, 관련 논의가 곧 시작될 것”이라고 밝혔다.중국 상무부는 이와 관련된 언론의 질문에 “미국은 최근 여러 차례 관련 당사자를 통해 중국에 적극적으로 정보를 전달하며 중국과의 대화를 시작하기를 희망하고 있다”고 말했다.그간 중국은 미국과의 협상에 대해 부인해왔지만 이날 인정한 것이다. 다만 누가 협상을 원하는지와 관련해선 양측 주장이 여전히 엇갈리고 있다.이에 위안화는 급격히 강세로 돌아섰다. 달러·위안 환율은 장 초반 7.27위안대에서 장중에는 7.24위안대로 수직 하강했다.달러 강세도 누그러졌다. 달러인덱스는 이날 새벽 3시 27분 기준 99.94를 기록하고 있다. 장 초반 100.30에서 내려온 것이다. 반면 엔화는 약세를 나타냈다. 달러·엔 환율은 145엔대를 지속하고 있다.장 초반 국내 정치적 불안감이 다시 커졌으나 차츰 안정을 찾아가는 모습이었다. 김범석 기획재정부 장관 직무대행은 이날 “증대된 정치적 불확실성이 금융·외환시장에 주는 부정적 영향이 최소화될 수 있도록 ‘F4 회의’를 중심으로 24시간 비상 점검·대응체계를 지속 가동하겠다”고 밝혔다.외국인 투자자는 국내증시서 순매도 우위를 나타내며 환율 상승을 지지했다. 다만 장중 매도 규모보다는 줄었다. 외국인은 코스피 시장에서 1600억원대를 순매도한 반면 코스닥 시장에선 700억원대를 순매수했다.이날 정규장에서 서울외국환중개와 한국자금중개에서 거래된 규모는 141억 4700만달러로 집계됐다.한편 우리나라 시간으로 이날 저녁 9시 30분께 미국의 4월 비농업고용 지표가 발표된다. 만약 관세 정책 여파로 인해 시장 예상치보다 고용이 급감한다면 미국 경기침체 우려가 확대되면서 야간장에서 환율 변동성은 더욱 커질 수 있다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050201131.jpg,2025-05-02 16:39:38
이데일리,"신한운용, 'SOL 골드커버드콜 ETF' 첫 월배당…연환산 분배율 4.3%",http://www.edaily.co.kr/news/newspath.asp?newsid=02791286642164984,"[이데일리 이용성 기자] 신한자산운용이 ‘SOL 골드커버드콜 액티브 ETF’의 첫 월배당을 지급한다고 2일 밝혔다. 해당 ETF는 금에 투자하면서 배당수익까지 기대할 수 있는 상품이다.신한자산운용에 따르면 4월 28일까지 이 ETF를 보유한 투자자에게 오늘(2일) 주당 40원이 지급되며, 연환산 분배율은 약 4.32% 수준이다.SOL 골드커버드콜 액티브 ETF는 국제 금 가격을 90% 이상 추종하면서, 커버드콜 전략을 통해 옵션 프리미엄을 분배 재원으로 활용한다. 이자나 배당이 없는 금에 투자하면서도 연 4% 수준의 월배당을 받을 수 있도록 설계된 유일한 상품이다.김기덕 신한자산운용 퀀트&ETF운용본부장은 “SOL 골드커버드콜 액티브 ETF는 투자했을 때 이자나 배당을 주지 않는 자산인 금의 단점을 보완한 상품으로 자본수익과 함께 안정적인 배당수익을 함께 추구하는 연금투자자에게 적합하다”며 “국제 금 시세를 추종하기 때문에 일명 ‘김치 프리미엄’과 같은 국내외 가격 괴리 리스크에서 자유롭고 가격의 변동성이 높아지는 구간에서는 월배당이 수익률의 완충 역할을 할 수 있다”고 말했다.SOL 골드커버드콜 액티브 ETF는 지난 3월 상장 이후 현재까지 수익률은 13.32%를 기록했다. 같은 기간 코스피, S&P500 등 시장수익률을 상회했으며 10.56% 상승한 KRX 금 현물 가격보다도 높은 수익률을 보였다.김 본부장은 “최근 국제 금 가격이 온스당 3300달러 수준까지 상승하면서 단기적인 가격 변동성에 유의할 필요가 있지만, 미국의 관세 정책으로 인한 글로벌 불확실성과 무역 갈등, 달러 약세 등의 요인이 이어지면서 안전자산인 금에 대한 수요는 여전히 견조한 흐름을 보이고 있다”고 말했다.한편 SOL 골드커버드콜 액티브 ETF는 ISA를 비롯한 연금저축 및 퇴직연금(DC/IRP) 등 절세계좌에서 투자할 수 있다. 특히 분배금의 주요 재원인 옵션프리미엄이 미국의 원천징수 대상이 아니기 때문에 절세계좌 내에서 과세이연 효과가 그대로 유지된다",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200537.jpg,2025-05-02 08:38:42
이데일리,"관세 무풍에 호실적까지…증권株, 고공행진[주톡피아]",http://www.edaily.co.kr/news/newspath.asp?newsid=04510006642164984,"[이데일리 박정수 기자] 증권주들이 52주 신고가 랠리를 이어가고 있다. 미국발 관세 리스크에서 다소 자유로운 데다 증시 거래대금 증가까지 맞물리면서 호실적 기대감이 커지고 있다. 또 대권 주자들의 투자자 우대 공약도 더해지면서 증권업종이 순항하고 있다.2일 엠피닥터에 따르면 신영증권(001720)은 전 거래일보다 6.16%(5500원) 오른 9만 4800원에 거래를 마쳤다. 장중 9만 5400원까지 치솟아 52주 신고가를 경신했다. 미래에셋증권(006800)도 이날 1%대 오름 폭으로 상승 마감했고, 장중 1만 2060원까지 치솟아 52주 신고가를 갈아치웠다. 증권주들은 지난달 30일에도 대거 52주 신고가를 경신한 바 있다.전문가들은 거래대금 증가로 인한 우호적인 업황과 견조한 실적, 4월 대체거래소 시장점유율 확대로 인한 개인투자자 유입, 연내 종합투자계좌(IMA)와 발행어음 사업자 신규 지정 기대감 등을 호재로 꼽으며 증권업 비중 확대를 권했다.다음은 주톡피아 방송 내용이다.A=최근 증권주들이 잇달아 52주 신고가를 경신하고 있습니다. 지난달 30일에는 주요 증권사 가운데 미래에셋증권을 비롯해 NH투자증권(005940), 삼성증권(016360), 한국금융지주(071050), 신영증권(001720), 유화증권(003460) 등이 52주 신고가로 장을 마쳤습니다. 장중에는 대신증권(003540), DB증권(016610) 등이 신고가를 기록하기도 했습니다. 5월 첫 거래일인 이날도 미래에셋증권, 신영증권, 삼성증권, 대신증권 등이 장중 신고가 행진을 이어갔습니다.증권주들이 일제히 상승세를 보이는 데에는 다른 업종에 비해 관세전쟁 무풍지대라는 평가가 이어지면서입니다. 지난달 초 트럼프발 관세 충격에 코스피가 2300선이 깨지기도 했는데, 뚜렷한 모멘텀을 가지고 자금이 몰릴만한 업종이 딱히 없었습니다. 그나마 증권업종이 관세 무풍지대로 꼽히면서 안정적 흐름을 보였고, 지난달 중순부터 매기가 몰리면서 우상향했습니다. 증권주 11개 종목을 모아놓은 KRX 증권지수 4월 한 달 수익률만 봐도 15.61%에 달합니다. 같은 기간 코스피는 3% 오르는데 그쳤습니다.특히 1400만 개인 투자자 표심을 노린 대권 주자들의 관련 공약도 쏟아졌습니다. 지난달 21일 이재명 더불어민주당 대선 경선 후보는 “코리아 디스카운트를 해소해 주가지수 5000시대를 열겠다”고 공약을 내놓기도 했습니다.한편에서는 금융당국이 연내 종합투자계좌(IMA)와 발행어음 사업자를 신규 지정하기로 하면서 사업 확대 기대감도 반영됐다고 분석합니다.A=올해 들어 거래대금이 차츰 늘어난다는 점도 호재입니다. 우선 올해 코스피가 2400선 아래에서 시작해 현재 2560선까지 오름세를 보였으나 작년 하반기 증시가 너무 안 좋았습니요. 작년 초 코스피는 2650선에서 7월 2890선, 연말에 2400선 아래까지 떨어졌습니다. 작년 일평균 거래대금이 상반기 21조 2000억원, 하반기 17조 1000억원을 기록했습니다.다만 올해 들어 일평균 거래대금이 1월 16조 6000억원에서 2월 21조 1000억원, 3월 17조 9000억원 등으로 1분기 평균이 18조원 수준입니다. 특히 대체거래소 넥스트레이드 출범으로 지난달에는 합산 거래 대금이 하루 평균 17조 8000억원을 기록했습니다.지난 3월 대체거래소 출범 이후 한 달간 거래대금 점유율이 4%에 불과했으나, 4월 거래가능 종목이 800개로 증가한 이후 20%의 점유율을 기록하고 있습니다. 또 개인투자자가 95% 이상을 차지하는 대체거래소 거래 비중이 확대될수록 증권 업종 전반의 실적을 받쳐줄 것이라는 전망이 나오고 있습니다.A=증권사마다 특화된 영역이 있기 때문에 개별적으로 뜯어볼 필요가 있습니다.NH투자증권은 올해 1분기 순이익이 전년 동기 대비 7.7% 감소한 2082억원을 기록했다고 밝혔고, 전 분기 대비로는 89.2% 늘었다고 했습니다. 올 1분기 시장 거래대금이 증가하면서 브로커리지 수수료 수지 등이 증가했다고 밝혔습니다. 다만 해외주식 약정, 수수료 수익은 경쟁 심화와 시장 축소로 전년 동기 대비 소폭 감소했다고 했습니다.키움증권을 보면 1분기 순이익이 2356억원으로 전년 동기 대비 3.77% 감소했지만, 전 분기랑 비교하면 61% 증가했습니다. NH투자증권과 비슷하지만 키움증권의 이익 감소는 판관비 증가 때문입니다. 반면 해외주식 수수료 수익이 전년 동기 대비 81% 늘었다고 했습니다.신고가 경신 증권사 가운데에서는 유화증권이 있다고 말씀드렸는데 이익구조가 건설사에 가깝습니다.유화증권은 지난해 영업이익 122억원, 순이익 178억원을 달성하고 영업이익은 전년 동기 대비 흑자 전환했고 순이익은 전년 대비 두 배 이상 늘었습니다. 실적 뜯어보면 리테일 부문 순수수료손익이 16억원, 상품운용부문 순이자손익이 148억원, 자산운용부문 14억원입니다. 더 자세히 살펴보면 투자부동산에서 발생한 임대수익이 102억원입니다.주목할만한 증권주는 미래에셋증권으로 보입니다. 증권가에서도 미래에셋증권을 최선호주로 꼽고 있는데 주목할 부분은 호실적 외에도 미래에셋캐피탈의 미래에셋증권 보통주 취득 부분입니다. 지난달 30일 미래에셋캐피탈은 약 1000억원 규모의 미래에셋증권 보통주 취득을 밝혔고 7월 말까지 3개월간 장내에서 분할매수 한다고 했습니다.미래에셋캐피탈은 의결권을 추가로 확보하고 최대주주로 지배력을 강화하기 위해 미래에셋증권 주식 매입을 결정했다고 밝혔는데 이는 당분간 주가 하방을 지지해줄 것으로 기대됩니다. 또 미래에셋증권은 지난해 8월 기업가치 제고계획 발표를 통해 매년 최소 보통주 1500만주 소각을 목표로 지난해 11월과 올해 2월 총 2500만주를 소각하는 등 주주환원 규모는 총 3670억원으로 주주환원 성향이 약 39.8%에 달합니다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050201201.jpg,2025-05-02 17:32:35
이데일리,미중 무역협상 검토에 환율 ‘하락 전환’…장중 변동성 24원,http://www.edaily.co.kr/news/newspath.asp?newsid=04093446642164984,"[이데일리 이정윤 기자] 미국과 중국의 무역협상 기대감이 커지자 위안화가 급격히 강세를 나타내면서 1440원까지 올랐던 원·달러 환율은 1415원까지 고꾸라졌다. 다만 관세 협상이 언제든 뒤바뀔 수 있는 데다, 국내 정국 불안도 재부상하면서 환율 추가 하락은 제한적이다.2일 엠피닥터에 따르면 이날 환율은 오후 2시 57분 기준 전 거래일 종가(1421.0원)보다 2.1원 내린 1418.9원에서 거래되고 있다.이날 환율은 역외 환율을 반영해 전 거래일 종가보다 15.5원 오른 1436.5원에 개장했다. 지난 1일 새벽 2시 마감가(1426.9원) 기준으로는 9.6원 상승했다. 개장 직후부터 환율은 상승 폭을 키우며 오전 9시 35분께 1440.0원을 터치했다. 하지만 환율은 이내 반락하기 시작해 점심 무렵에는 1430원을 하회했다.오후에도 환율은 하락세를 지속했다. 오후 1시 19분께는 1415.5원으로 내려왔다. 오전과 오후 변동성은 무려 24.5원이나 벌어졌다.미중 무역협상이 시작될 것이란 기대감이 시장 분위기를 뒤바꿨다. 이날 마코 루비오 미국 국무장관은 “중국이 무역에 대해 만나서 대화하길 원하고 있으며, 관련 논의가 곧 시작될 것”이라고 밝혔다.중국 상무부는 이와 관련된 언론의 질문에 “미국은 최근 여러 차례 관련 당사자를 통해 중국에 적극적으로 정보를 전달하며 중국과의 대화를 시작하기를 희망하고 있다”고 말했다.그간 중국은 미국과의 협상에 대해 부인해왔지만 이날 인정한 것이다. 다만 누가 협상을 원하는지와 관련해선 양측 주장이 여전히 엇갈리고 있다.이에 위안화는 급격히 강세로 돌아섰다. 달러·위안 환율은 장 초반 7.27위안대에서 장중에는 7.25위안대로 하락했다.달러 강세도 누그러졌다. 달러인덱스는 이날 새벽 1시 57분 기준 99.98을 기록하고 있다. 장 초반 100.30에서 내려온 것이다.위재현 NH선물 이코노미스트는 “환율 변동성이 당황스러울 수준”이라며 “중국이 미국과의 협상을 부인하다가 미묘하게 톤이 바뀌면서 중국 휴장인데도 불구하고 위안화가 급하게 강세로 갔다”고 설명했다.일본은 미국과 진행한 2차 관세 협상에서 무역 확대와 비관세 조치 등과 관련해 심도 있는 논의가 있었다고 밝혔다. 반면 환율과 방위 문제는 다뤄지지 않았다고 전했다. 일본은행(BOJ)이 전날 금융정책결정회의에서 시장 예상대로 금리 동결 결정을 내린 가운데 이전보다 덜 매파적인 태도를 보이면서 엔화는 약세 압력을 받았다. 달러·엔 환율은 145엔대로 올라섰다.다만 국내 정치적 불안감이 다시 커지자 원화 약세 압력으로 작용하며, 환율은 1410원대에서 지지력을 나타내고 있다.한덕수 대통령 권한대행 국무총리가 1일 최상목 경제부총리 겸 기획재정부 장관의 사표를 수리하면서 2일 0시부로 이주호 사회부총리 겸 교육부 장관이 대통령 권한대행을 맡게 됐다.최 부총리는 전날 저녁 10시 30분께 자신에 대한 탄핵소추안이 더불어민주당 주도로 국회 본회의에 상정되자 한 대행에게 사의를 표명했다. 그에 앞서 한 총리는 대선 출마를 위해 사퇴했다.외국인 투자자는 국내증시서 순매도 우위를 나타내며 환율 상승을 부추기고 있다. 외국인은 코스피 시장에서 2500억원대를 순매도하는 반면 코스닥 시장에선 600억원대를 순매수하고 있다.정국 불안 관련해서 위 이코노미스트는 “외환시장에서 정치 리스크가 클 것 같진 않다”며 “지난해 계엄으로 인한 환율 급등 영향이 지금도 잔존하고 있어서 다시 불거진 게 아니다. 계엄 영향은 앞으로도 계속 이어질 것 같다”고 내다봤다.김서재 신한은행 이코노미스트는 “한동안 대내외적으로 혼란스러운 정국이 이어질 것으로 예상돼, 변동성은 한동안 피할 수 없는 숙명일 것”이라고 말했다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050201133.jpg,2025-05-02 15:03:08
이데일리,"GS건설, 상저하고의 실적 경로-유안타",http://www.edaily.co.kr/news/newspath.asp?newsid=02387846642164984,"[이데일리 원다연 기자] 유안타증권은 2일 GS건설(006360)에 대해 1분기를 저점으로 상저하고의 실적 경로를 보일 것으로 전망하며, ‘매수’ 투자의견과 목표가 2만 4500원을 유지한다고 밝혔다. 전일 종가는 1만 8250원이다.장윤석 유안타증권 연구원은 “2021~2022년 착공한 고원가율 주택 현장이 1분기 약 7000세대 준공되면서 우려가 되었던 실적 변동성과 달리 동사 원가율은 4개 분기 연속 전분기 대비 하락세”라며 “2분기 또한 고원가율 현장 약 1만 6000세대가 준공 예정이지만 메이플자이, 철산자이 더 헤레티지 등 주택 현장에서 협의 중인 도급증액이 최종적으로 타결된다면 이는 대부분 매출총이익으로 인식될 전망”이라고 밝혔다.장 연구원은 “하반기에는 카타르, 베트남 등 해외 인프라 사업에서 추진 중인 비용정산 및 도급증액, 현재 실행원가율이 100%인 파드힐리 등 플랜트 현장의 본예산 편성 등이 이루어지면서 연중 1분기가 저점인 상저하고의 실적 경로가 전개될 것”이라고 전망했다.그는 “연초 대비 +5%에 불과한 동사 주가 수익률은 코스피200 건설 수익률(+26%) 대비 부진하다”며 “업종 내 가시적인 이익 성장이 예상되는 피어 대비 실적 성장의 경로가 부각 받지 못했으나 2분기부터 전개될 영업이익의 전년 대비 성장을 시작으로 할인거래가 정상화될 개연성이 높다”고 봤다.이어 “서울과 수도권 주택 시장에서 포착되고 있는 업황 회복 시그널의 수혜가 주택 수주잔고의 54%가 서울 및 수도권에 위치해 있는 동사에 집중될 수 있다는 점에서 업종 수익률을 따라가지 못할 이유가 없을 것”이라고 평가했다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200395.jpg,2025-05-02 07:50:01
이데일리,"강달러·정국 불안…환율, 장 초반 1440원 위협",http://www.edaily.co.kr/news/newspath.asp?newsid=03230806642164984,"[이데일리 이정윤 기자] 원·달러 환율이 장 초반 1440원 부근까지 상승했다. 미중 무역분쟁 완화 기대로 인해 글로벌 달러화가 강세를 나타내는 가운데, 다시 국내 정국 불안이 커지며 원화가 약세를 나타내고 있는 영향이다.2일 서울외국환중개에 따르면  이날 환율은 오전 9시 34분 기준 전 거래일 종가(1421.0원)보다 18.25원 오른 1439.25원에서 거래되고 있다.간밤 뉴욕차액결제선물환(NDF) 시장에서 거래된 원·달러 1개월물은 1433.1원에 최종 호가됐다. 최근 1개월물 스와프 포인트(-3.00원)를 고려하면 이날 환율은 전 거래일 종가 대비 15.1원 상승 개장할 것으로 예상됐다.이날 환율은 역외 환율을 반영해 전 거래일 종가보다 15.5원 오른 1436.5원에 개장했다. 지난 1일 새벽 2시 마감가(1426.9원) 기준으로는 9.6원 상승했다. 이후 환율은 1439원으로 오르며 상승 폭을 확대하고 있다.간밤 대통령 대행 1, 2순위가 연이어 사임하면서 6월 3일 대통령 선거 전까지 컨트롤타워가 부재한 상황이 발생했다. 국내 정치적 불확실성이 다시금 주목받으며 원화 약세 우려를 부추기고 있다.한덕수 대통령 권한대행 국무총리가 1일 최상목 경제부총리 겸 기획재정부 장관의 사표를 수리하면서 2일 0시부로 이주호 사회부총리 겸 교육부 장관이 대통령 권한대행을 맡게 됐다.또한 중국 관영 중앙방송(CCTV) 계열의 소셜미디어인 ‘위위안탄톈’은 전날 오후 자사 계정에 “최근 미국이 관세 문제를 논의하기 위해 여러 채널을 통해 중국과 적극적으로 접촉해 왔다”고 밝혔다.미중 무역분쟁 완화 기대감에 달러화는 강세다. 달러인덱스는 1일(현지시간) 저녁 8시 35분 기준 100.30을 기록하고 있다. 전날 99에서 상승한 것이다. 달러·엔 환율은 145엔대, 달러·위안 환율은 7.27위안대에서 거래되고 있다.장 초반 외국인 투자자는 국내증시서 순매도 우위를 나타내고 있다. 외국인은 코스피 시장에서 1200억원대를 순매도하는 반면 코스닥 시장에선 100억원대를 순매수하고 있다.",https://image.edaily.co.kr/images/photo/files/NP/S/2025/05/PS25050200699.jpg,2025-05-02 09:37:34
